R 50.00000
gap = 8.0
Line = 20.0
td = 2.0
Wcoup = 400.0
3.50000000,-47.0275,76.479,-3.97e-4,-13.98,-41.5125,73.061,-3.97e-4,-13.98,-47.0272,76.487,-41.5126,72.919,-41.5125,73.061,-41.5126,72.919,-6.24e-4,-20.30
4.00000000,-45.8888,74.545,-5.15e-4,-15.97,-40.3735,70.656,-5.15e-4,-15.97,-45.8883,74.555,-40.3736,70.493,-40.3735,70.656,-40.3736,70.493,-8.10e-4,-23.17
4.50000000,-44.8896,72.611,-6.47e-4,-17.97,-39.3738,68.256,-6.47e-4,-17.97,-44.8890,72.623,-39.3740,68.073,-39.3738,68.256,-39.3740,68.073,-1.02e-3,-26.03
5.00000000,-44.0012,70.677,-7.94e-4,-19.97,-38.4847,65.863,-7.94e-4,-19.97,-44.0005,70.690,-38.4849,65.659,-38.4847,65.863,-38.4849,65.659,-1.25e-3,-28.87
5.50000000,-43.2030,68.742,-9.54e-4,-21.96,-37.6853,63.477,-9.54e-4,-21.96,-43.2022,68.757,-37.6856,63.252,-37.6853,63.477,-37.6856,63.252,-1.50e-3,-31.70
6.00000000,-42.4798,66.806,-1.13e-3,-23.96,-36.9605,61.098,-1.13e-3,-23.96,-42.4788,66.823,-36.9608,60.853,-36.9605,61.098,-36.9608,60.853,-1.77e-3,-34.52
6.50000000,-41.8200,64.870,-1.31e-3,-25.95,-36.2986,58.727,-1.31e-3,-25.95,-41.8188,64.889,-36.2989,58.462,-36.2986,58.727,-36.2989,58.462,-2.06e-3,-37.32
7.00000000,-41.2147,62.933,-1.51e-3,-27.95,-35.6905,56.364,-1.51e-3,-27.95,-41.2133,62.955,-35.6909,56.079,-35.6905,56.364,-35.6909,56.079,-2.36e-3,-40.10
7.50000000,-40.6567,60.995,-1.72e-3,-29.95,-35.1291,54.011,-1.72e-3,-29.95,-40.6551,61.020,-35.1296,53.705,-35.1291,54.011,-35.1296,53.705,-2.69e-3,-42.87
8.00000000,-40.1404,59.057,-1.93e-3,-31.94,-34.6086,51.667,-1.93e-3,-31.94,-40.1385,59.084,-34.6091,51.341,-34.6086,51.667,-34.6091,51.341,-3.03e-3,-45.61
R 50.00000
gap = 8.0
Line = 20.0
td = 16.0
Wcoup = 400.0
3.00000000,-48.9414,78.392,-2.54e-4,-11.97,-43.4685,75.466,-2.54e-4,-11.97,-48.9411,78.398,-43.4686,75.346,-43.4685,75.466,-43.4686,75.346,-4.00e-4,-17.42
3.50000000,-47.6213,76.455,-3.44e-4,-13.97,-42.1478,73.055,-3.44e-4,-13.97,-47.6210,76.463,-42.1479,72.914,-42.1478,73.055,-42.1479,72.914,-5.41e-4,-20.30
4.00000000,-46.4832,74.518,-4.46e-4,-15.96,-41.0088,70.649,-4.46e-4,-15.96,-46.4828,74.527,-41.0089,70.488,-41.0088,70.649,-41.0089,70.488,-7.01e-4,-23.17
4.50000000,-45.4849,72.581,-5.61e-4,-17.96,-40.0092,68.248,-5.61e-4,-17.96,-45.4844,72.592,-40.0093,68.067,-40.0092,68.248,-40.0093,68.067,-8.81e-4,-26.03
5.00000000,-44.5975,70.643,-6.88e-4,-19.95,-39.1201,65.854,-6.88e-4,-19.95,-44.5969,70.655,-39.1203,65.653,-39.1201,65.854,-39.1203,65.653,-1.08e-3,-28.88
5.50000000,-43.8004,68.705,-8.26e-4,-21.95,-38.3208,63.467,-8.26e-4,-21.95,-43.7996,68.719,-38.3210,63.246,-38.3208,63.467,-38.3210,63.246,-1.30e-3,-31.71
6.00000000,-43.0783,66.766,-9.76e-4,-23.94,-37.5961,61.087,-9.76e-4,-23.94,-43.0773,66.782,-37.5963,60.846,-37.5961,61.087,-37.5963,60.846,-1.53e-3,-34.53
6.50000000,-42.4197,64.826,-1.14e-3,-25.94,-36.9342,58.715,-1.14e-3,-25.94,-42.4186,64.845,-36.9345,58.454,-36.9342,58.715,-36.9345,58.454,-1.78e-3,-37.33
7.00000000,-41.8157,62.886,-1.31e-3,-27.93,-36.3263,56.352,-1.31e-3,-27.93,-41.8145,62.907,-36.3266,56.071,-36.3263,56.352,-36.3266,56.071,-2.05e-3,-40.11
7.50000000,-41.2592,60.946,-1.49e-3,-29.93,-35.7650,53.998,-1.49e-3,-29.93,-41.2577,60.969,-35.7654,53.696,-35.7650,53.998,-35.7654,53.696,-2.33e-3,-42.87
8.00000000,-40.7444,59.005,-1.67e-3,-31.92,-35.2445,51.653,-1.67e-3,-31.92,-40.7428,59.031,-35.2450,51.331,-35.2445,51.653,-35.2450,51.331,-2.62e-3,-45.62
R 50.00000
gap = 8.0
Line = 20.0
td = 18.0
Wcoup = 400.0
3.00000000,-49.2579,78.362,-2.25e-4,-11.97,-44.0719,75.463,-2.25e-4,-11.97,-49.2577,78.368,-44.0720,75.344,-44.0719,75.463,-44.0720,75.344,-3.50e-4,-17.42
3.50000000,-47.9386,76.421,-3.04e-4,-13.96,-42.7512,73.052,-3.04e-4,-13.96,-47.9383,76.428,-42.7513,72.913,-42.7512,73.052,-42.7513,72.913,-4.72e-4,-20.30
4.00000000,-46.8015,74.479,-3.95e-4,-15.96,-41.6122,70.645,-3.95e-4,-15.96,-46.8012,74.488,-41.6123,70.486,-41.6122,70.645,-41.6123,70.486,-6.12e-4,-23.17
4.50000000,-45.8043,72.537,-4.96e-4,-17.95,-40.6127,68.244,-4.96e-4,-17.95,-45.8038,72.547,-40.6128,68.065,-40.6127,68.244,-40.6128,68.065,-7.69e-4,-26.03
5.00000000,-44.9181,70.594,-6.08e-4,-19.94,-39.7236,65.849,-6.08e-4,-19.94,-44.9175,70.606,-39.7238,65.651,-39.7236,65.849,-39.7238,65.651,-9.41e-4,-28.88
5.50000000,-44.1223,68.651,-7.31e-4,-21.94,-38.9244,63.462,-7.31e-4,-21.94,-44.1216,68.665,-38.9246,63.243,-38.9244,63.462,-38.9246,63.243,-1.13e-3,-31.71
6.00000000,-43.4017,66.708,-8.62e-4,-23.93,-38.1997,61.081,-8.62e-4,-23.93,-43.4008,66.723,-38.1999,60.843,-38.1997,61.081,-38.1999,60.843,-1.33e-3,-34.53
6.50000000,-42.7447,64.764,-1.00e-3,-25.93,-37.5379,58.709,-1.00e-3,-25.93,-42.7437,64.782,-37.5382,58.451,-37.5379,58.709,-37.5382,58.451,-1.55e-3,-37.33
7.00000000,-42.1424,62.820,-1.15e-3,-27.92,-36.9300,56.346,-1.15e-3,-27.92,-42.1413,62.840,-36.9303,56.068,-36.9300,56.346,-36.9303,56.068,-1.78e-3,-40.11
7.50000000,-41.5878,60.875,-1.31e-3,-29.91,-36.3687,53.991,-1.31e-3,-29.91,-41.5865,60.897,-36.3691,53.693,-36.3687,53.991,-36.3691,53.693,-2.03e-3,-42.88
8.00000000,-41.0750,58.929,-1.48e-3,-31.91,-35.8483,51.646,-1.48e-3,-31.91,-41.0735,58.955,-35.8488,51.328,-35.8483,51.646,-35.8488,51.328,-2.28e-3,-45.63
R 50.00000
gap = 8.0
Line = 20.0
td = 20.0
Wcoup = 400.0
3.00000000,-49.5306,78.335,-2.01e-4,-11.96,-44.6493,75.461,-2.01e-4,-11.96,-49.5304,78.341,-44.6494,75.343,-44.6493,75.461,-44.6494,75.343,-3.07e-4,-17.42
